LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-03-05 18:42:09,1900-01-00 00:00:00,,AA:42:A1:02:19:3F,-17, ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:09,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:09,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:09,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:09,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:09,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:09,1900-01-00 00:00:00,,82:45:EE:9E:43:25,-37,,0.000000,0.000000,0.000,0.000,Client
2025-03-05 18:42:09,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:09,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:09,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-19, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-18, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-16, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-15, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-03-05 18:42:10,1900-01-00 00:00:00,Kowalski,AA:42:A1:02:19:3F,-17, WPA2 ,0.000000,0.000000,0.000,0.000,AP
